Trend,Count
Trump2.,9000000
#UmarKhalid,30000
#UlagamUngalKaiyil,67000
उमर खालिद,62000
कल्याण सिंह,17000
सौरभ द्विवेदी,0
#hbdkanimozhi,15000
#NacheNache,73000
Greenland,359000
मुरली मनोहर जोशी,0
Amorim,537000
पूर्व मुख्यमंत्री,15000
Lallantop,0
पवन सिंह,0
सोमनाथ मंदिर,26000
magh snan,25000
brahma muhurt,24000
America1.,4000000
सुप्रीम कोर्ट,41000
Kisan Gaurav Samman,0
Manchester United,255000
UAPA,26000
Joe Root,16000
INEOS,66000
राम रहीम,17000
Ram Rahim,38000
Supreme Court,99000
China,717000
Russia,871000
सुशील कुमार मोदी,0
Iran1.,3000000
Cancelo,65000
Wilcox,36000
Cuba,557000
मीरान हैदर,0
पूर्व राष्ट्रीय,0
शादाब अहमद,0
पुलिस भर्ती,15000
प्रधान संजय,0
भगवत दयाल शर्मा,0
राष्ट्रीय पक्षी,0
ONGC,0
Denmark,157000
Fletcher,79000
प्रधान सुभाष,0
सीधी भर्ती,0
सुनील ग्रोवर,0
#किसानगौरव_सम्मान_संतरामपालजी,184000
Visit Sa News YouTube,138000
Venezuela2.,5000000
Trump2.,6000000
#UmarKhalid,30000
#UlagamUngalKaiyil,66000
उमर खालिद,62000
कल्याण सिंह,17000
सौरभ द्विवेदी,0
#HBDKanimozhi,15000
#NacheNache,73000
Greenland,347000
मुरली मनोहर जोशी,0
Amorim,529000
पूर्व मुख्यमंत्री,15000
Lallantop,0
पवन सिंह,0
सोमनाथ मंदिर,25000
magh snan,25000
brahma muhurt,24000
America1.,4000000
सुप्रीम कोर्ट,40000
Kisan Gaurav Samman,0
UAPA,26000
Manchester United,250000
INEOS,65000
राम रहीम,17000
Joe Root,16000
Ram Rahim,38000
Supreme Court,97000
Bairstow,0
China,691000
Russia,839000
सुशील कुमार मोदी,0
Iran1.,3000000
Wilcox,36000
Cuba,540000
Cancelo,55000
मीरान हैदर,0
पूर्व राष्ट्रीय,0
शादाब अहमद,0
पुलिस भर्ती,15000
भगवत दयाल शर्मा,0
प्रधान संजय,0
Fletcher,77000
राष्ट्रीय पक्षी,0
ONGC,0
Denmark,151000
प्रधान सुभाष,0
सीधी भर्ती,0
#किसानगौरव_सम्मान_संतरामपालजी,184000
Visit Sa News YouTube,137000
Venezuela2.,3000000
Trump2.,4000000
#UmarKhalid,29000
#UlagamUngalKaiyil,66000
उमर खालिद,61000
कल्याण सिंह,17000
सौरभ द्विवेदी,0
#HBDKanimozhi,15000
#NacheNache,73000
Greenland,353000
मुरली मनोहर जोशी,0
Amorim,522000
पूर्व मुख्यमंत्री,15000
Lallantop,0
पवन सिंह,0
सोमनाथ मंदिर,25000
Kisan Gaurav Samman,0
Magh Snan,25000
Brahma Muhurt,24000
America1.,4000000
सुप्रीम कोर्ट,40000
UAPA,25000
Manchester United,245000
INEOS,64000
राम रहीम,17000
Joe Root,15000
Ram Rahim,38000
Supreme Court,96000
Bairstow,0
Russia,854000
China,700000
सुशील कुमार मोदी,0
Wilcox,36000
Iran1.,3000000
Cancelo,43000
Cuba,540000
मीरान हैदर,0
पूर्व राष्ट्रीय,0
शादाब अहमद,0
पुलिस भर्ती,15000
भगवत दयाल शर्मा,0
प्रधान संजय,0
Fletcher,74000
राष्ट्रीय पक्षी,0
ONGC,0
Denmark,153000
प्रधान सुभाष,0
प्रधान राजपाल,10000
#किसानगौरव_सम्मान_संतरामपालजी,183000
Visit Sa News YouTube,137000
सौरभ द्विवेदी,0
#FakeJournalistMahendrMahii,0
#NacheNache,72000
Bairstow,0
Cancelo,38000
Lallantop,0
#saurabhdwivedi,0
#CBFCDelaysJanaNayagan,106000
Reliance Foundation,0
Kisan Gaurav Samman,0
Kartik Aryan,0
Censor,68000
Flick,16000
Video Song,172000
राम अवतार शर्मा,0
INTO 2026 WITH MAAN,0
NATO,136000
Baland,0
भगवत दयाल शर्मा,0
इंडिया टुडे ग्रुप,0
प्रधान संजय,0
प्रधान राजपाल,10000
प्रधान श्री श्रीपाल,0
रामपाल महाराज,141000
मदद करी,0
Xavi,30000
गरीब मजदूर,0
Sant Rampal Ji Maharaj Ji,22000
वैभव सूर्यवंशी,0
प्रधान सुभाष,0
UNSC,0
The Sarpanch Association,0
WELCOME TIGERLYNX,105000
Raghu,0
सोमनाथ मंदिर,25000
गरीब परिवार,0
OG NFT,152000
JD Vance,78000
Barca,48000
FDFS,0
मानव जीवन,0
Rashford,17000
Denmark,156000
United Nations,49000
Sharjeel,72000
Fletcher,72000
#njdash,30000
#Viyana,0
#किसानगौरव_सम्मान_संतरामपालजी,183000
Visit Sa News YouTube,137000
सौरभ द्विवेदी,0
#FakeJournalistMahendrMahii,0
#NacheNache,71000
Bairstow,0
Lallantop,0
#CBFCDelaysJanaNayagan,105000
Cancelo,34000
#saurabhdwivedi,0
Reliance Foundation,0
Kisan Gaurav Samman,0
Yogi Adityanath,0
Kartik Aaryan,0
Censor,67000
Video Song,172000
Flick,15000
Rana Pratap Bairagi,0
राम अवतार शर्मा,0
Baland,0
INTO 2026 WITH MAAN,0
भगवत दयाल शर्मा,0
महाराज अन्नपूर्णा,0
इंडिया टुडे ग्रुप,0
प्रधान संजय,0
दहेज मुक्त समाज,0
प्रधान राजपाल,10000
प्रधान श्री श्रीपाल,0
रामपाल महाराज,141000
Sant Rampal Ji Maharaj Ji,0
NATO,131000
Sarpanch Nitin,0
मदद करी,0
गरीब मजदूर,0
वैभव सूर्यवंशी,0
चौधरी छोटूराम,0
प्रधान सुभाष,0
कृष्ण भगवान,10000
UNSC,0
The Sarpanch Association,0
WELCOME TIGERLYNX,102000
Raghu,0
सोमनाथ मंदिर,24000
Xavi,29000
गरीब परिवार,0
पुलिस भर्ती,15000
Jail,176000
OG NFT,152000
पवन सिंह,0
JD Vance,74000
#किसानगौरव_सम्मान_संतरामपालजी,182000
Visit Sa News YouTube,137000
सौरभ द्विवेदी,0
#FakeJournalistMahendrMahii,0
#NacheNache,69000
#CBFCDelaysJanaNayagan,103000
Lallantop,0
Bairstow,0
#saurabhdwivedi,0
Cancelo,28000
Kisan Gaurav Samman,0
Yogi Adityanath,0
Kartik Aaryan,0
Reliance Foundation,0
Censor,66000
Video Song,172000
Rana Pratap Bairagi,0
भगवत दयाल शर्मा,0
राम अवतार शर्मा,0
प्रधान राजपाल,10000
प्रधान संजय,0
मदद करी,0
इंडिया टुडे ग्रुप,0
Baland,0
महाराज अन्नपूर्णा,0
INTO 2026 WITH MAAN,0
दहेज मुक्त समाज,0
गरीब मजदूर,0
प्रधान सुभाष,0
रामपाल महाराज,141000
Sant Rampal Ji Maharaj Ji,22000
प्रधान श्री श्रीपाल,0
Sarpanch Nitin,0
वैभव सूर्यवंशी,0
चौधरी छोटूराम,0
शिरोमणि श्री रामपाल,0
कृष्ण भगवान,10000
UNSC,0
Rajpal Kalkal,0
The Sarpanch Association,0
राजस्थान विधानसभा,0
Raghu,0
Manchester United,231000
सोमनाथ मंदिर,24000
गरीब परिवार,0
WELCOME TIGERLYNX,98000
पुलिस भर्ती,15000
Jail,176000
OG NFT,152000
पवन सिंह,0
#किसानगौरव_सम्मान_संतरामपालजी,180000
Visit Sa News YouTube,134000
#FakeJournalistMahendrMahii,0
सौरभ द्विवेदी,0
#CBFCDelaysJanaNayagan,100000
#NacheNache,64000
Lallantop,0
#HapurPolice,0
Yogi Adityanath,0
Kisan Gaurav Samman,0
Video Song,171000
Censor,64000
Rana Pratap Bairagi,0
भगवत दयाल शर्मा,0
Reliance Foundation,0
राम अवतार शर्मा,0
प्रधान राजपाल,10000
मदद करी,0
प्रधान संजय,0
दहेज मुक्त समाज,0
Kartik Aryan,0
Baland,0
महाराज अन्नपूर्णा,0
इंडिया टुडे ग्रुप,0
प्रधान सुभाष,0
Sant Rampal Ji Maharaj Ji,22000
Sarpanch Nitin,0
सुप्रीम कोर्ट,38000
Cancelo,21000
रामपाल महाराज,140000
गरीब मजदूर,0
वैभव सूर्यवंशी,0
प्रधान श्री श्रीपाल,0
INTO 2026 WITH MAAN,0
चौधरी छोटूराम,0
उमर खालिद,55000
शिरोमणि श्री रामपाल,0
कृष्ण भगवान,10000
Rajpal Kalkal,0
Amorim,479000
राजस्थान विधानसभा,0
MasterChef India,0
The Sarpanch Association,0
UNSC,0
Manchester United,226000
गरीब परिवार,0
पुलिस भर्ती,14000
सोमनाथ मंदिर,23000
Jail,175000
Raghu,0
#किसानगौरव_सम्मान_संतरामपालजी,180000
Visit Sa News YouTube,134000
#FakeJournalistMahendrMahii,0
सौरभ द्विवेदी,0
#CBFCDelaysJanaNayagan,100000
#NacheNache,64000
Lallantop,0
#HapurPolice,0
Yogi Adityanath,0
Kisan Gaurav Samman,0
Video Song,171000
Censor,64000
Rana Pratap Bairagi,0
भगवत दयाल शर्मा,0
Reliance Foundation,0
राम अवतार शर्मा,0
प्रधान राजपाल,10000
मदद करी,0
प्रधान संजय,0
दहेज मुक्त समाज,0
Kartik Aryan,0
Baland,0
महाराज अन्नपूर्णा,0
इंडिया टुडे ग्रुप,0
प्रधान सुभाष,0
Sant Rampal Ji Maharaj Ji,22000
Sarpanch Nitin,0
सुप्रीम कोर्ट,38000
Cancelo,21000
रामपाल महाराज,140000
गरीब मजदूर,0
वैभव सूर्यवंशी,0
प्रधान श्री श्रीपाल,0
चौधरी छोटूराम,0
INTO 2026 WITH MAAN,0
उमर खालिद,55000
शिरोमणि श्री रामपाल,0
कृष्ण भगवान,10000
Rajpal Kalkal,0
Amorim,479000
राजस्थान विधानसभा,0
MasterChef India,0
The Sarpanch Association,0
UNSC,0
Manchester United,226000
गरीब परिवार,0
साउथ अफ्रीका,0
पुलिस भर्ती,14000
सोमनाथ मंदिर,23000
Jail,175000
#किसानगौरव_सम्मान_संतरामपालजी,173000
Visit Sa News YouTube,130000
सौरभ द्विवेदी,0
#CBFCDelaysJanaNayagan,92000
#HapurPolice,0
Yogi Adityanath,0
#NacheNache,56000
Lallantop,0
#saurabhdwivedi,0
Kisan Gaurav Samman,0
Video Song,169000
भगवत दयाल शर्मा,0
Rana Pratap Bairagi,0
प्रधान संजय,0
प्रधान राजपाल,0
मदद करी,0
राम अवतार शर्मा,0
रामपाल महाराज,137000
प्रधान सुभाष,0
Baland,0
महाराज अन्नपूर्णा,0
प्रधान श्री श्रीपाल,0
दहेज मुक्त समाज,0
चौधरी छोटूराम,0
Sant Rampal Ji Maharaj Ji,22000
सुप्रीम कोर्ट,36000
Censor,58000
वैभव सूर्यवंशी,0
Sarpanch Nitin,0
The Sarpanch Association,0
पुलिस भर्ती,14000
Kartik Aryan,0
कृष्ण भगवान,0
उमर खालिद,51000
गरीब मजदूर,0
शिरोमणि श्री रामपाल,0
Rajpal Kalkal,0
Amorim,468000
इंडिया टुडे ग्रुप,0
MasterChef India,0
राजस्थान विधानसभा,0
गरीब परिवार,0
UNSC,0
साउथ अफ्रीका,0
पवन सिंह,0
Supreme Court,85000
सोमनाथ मंदिर,22000
ONGC,0
Glasner,13000
Ohio,73000
#किसानगौरव_सम्मान_संतरामपालजी,162000
Visit Sa News YouTube,121000
#HapurPolice,0
सौरभ द्विवेदी,0
#CBFCDelaysJanaNayagan,77000
Yogi Adityanath,0
#UddhavInsultsMarathiManus,0
Lallantop,0
Kisan Gaurav Samman,0
#saurabhdwivedi,0
प्रधान संजय,0
भगवत दयाल शर्मा,0
प्रधान सुभाष,0
प्रधान राजपाल,0
दहेज मुक्त समाज,0
राम अवतार शर्मा,0
Sant Rampal Ji Maharaj Ji,21000
महाराज अन्नपूर्णा,0
रामपाल महाराज,130000
वैभव सूर्यवंशी,0
Baland,0
चौधरी छोटूराम,0
सुप्रीम कोर्ट,34000
मदद करी,0
MasterChef India,0
पुलिस भर्ती,14000
The Sarpanch Association,0
प्रधान श्री श्रीपाल,0
Amorim,441000
कृष्ण भगवान,0
उमर खालिद,47000
गरीब मजदूर,0
Sarpanch Nitin,0
शिरोमणि श्री रामपाल,0
INEOS,56000
Rajpal Kalkal,0
पवन सिंह,0
साउथ अफ्रीका,0
गरीब परिवार,0
Supreme Court,81000
ONGC,0
Fletcher,63000
सीधी भर्ती,0
Censor,50000
Xavi,25000
मानव जीवन,0
Glasner,12000
Ohio,67000
UNSC,0
UAPA,22000
#किसानगौरव_सम्मान_संतरामपालजी,135000
Visit Sa News YouTube,97000
#CBFCDelaysJanaNayagan,54000
सौरभ द्विवेदी,0
#UddhavInsultsMarathiManus,0
Lallantop,0
Kisan Gaurav Samman,0
#JDVance,0
MasterChef India,0
#UmarKhalidBailPlea,0
Saurabh Dwivedi,0
प्रधान संजय,0
भगवत दयाल शर्मा,0
राम अवतार शर्मा,0
प्रधान सुभाष,0
Sant Rampal Ji Maharaj Ji,19000
प्रधान राजपाल,0
पुलिस भर्ती,12000
दहेज मुक्त समाज,0
Sony TV,0
Amorim,424000
प्रधान श्री श्रीपाल,0
सुप्रीम कोर्ट,32000
Baland,0
महाराज अन्नपूर्णा,0
रामपाल महाराज,115000
मदद करी,0
वैभव सूर्यवंशी,0
Manchester United,203000
The Sarpanch Association,0
कृष्ण भगवान,0
उमर खालिद,41000
INEOS,54000
Sarpanch Nitin,0
Rajpal Kalkal,0
चौधरी छोटूराम,0
Supreme Court,78000
गरीब मजदूर,0
Censor,43000
Xavi,23000
पवन सिंह,0
सीधी भर्ती,0
Fletcher,60000
मानव जीवन,0
गरीब परिवार,0
Glasner,11000
Ohio,63000
ONGC,0
नागरिक पुलिस,0
UAPA,21000
#किसानगौरव_सम्मान_संतरामपालजी,135000
Visit Sa News YouTube,97000
#CBFCDelaysJanaNayagan,54000
सौरभ द्विवेदी,0
#UddhavInsultsMarathiManus,0
Lallantop,0
Kisan Gaurav Samman,0
#JDVance,0
MasterChef India,0
#UmarKhalidBailPlea,0
Saurabh Dwivedi,0
प्रधान संजय,0
भगवत दयाल शर्मा,0
राम अवतार शर्मा,0
प्रधान सुभाष,0
Sant Rampal Ji Maharaj Ji,19000
प्रधान राजपाल,0
पुलिस भर्ती,12000
दहेज मुक्त समाज,0
Sony TV,0
Amorim,424000
प्रधान श्री श्रीपाल,0
सुप्रीम कोर्ट,32000
Baland,0
महाराज अन्नपूर्णा,0
रामपाल महाराज,115000
मदद करी,0
वैभव सूर्यवंशी,0
Manchester United,203000
The Sarpanch Association,0
कृष्ण भगवान,0
उमर खालिद,41000
INEOS,54000
Sarpanch Nitin,0
Rajpal Kalkal,0
चौधरी छोटूराम,0
Supreme Court,78000
गरीब मजदूर,0
Censor,43000
Xavi,23000
पवन सिंह,0
सीधी भर्ती,0
Fletcher,60000
मानव जीवन,0
गरीब परिवार,0
Glasner,11000
Ohio,63000
ONGC,0
नागरिक पुलिस,0
UAPA,21000
